102,LeftHandThumb1
103,LeftHandThumb2
104,LeftHandThumb3
105,LeftHandIndex1
106,LeftHandIndex2
107,LeftHandIndex3
108,LeftHandMiddle1
109,LeftHandMiddle2
110,LeftHandMiddle3
111,LeftHandRing1
112,LeftHandRing2
113,LeftHandRing3
114,LeftHandPinky1
115,LeftHandPinky2
116,LeftHandPinky3
117,L_tekuti_down
118,L_tekuti_lip03
119,L_tekuti_lip04
120,L_tekuti_up
121,L_tekuti_lip01
122,L_tekuti_lip02
123,L_Hand_Weapon_cnt_tr
124,LeftForeArmBend1
125,LeftForeArmBend2
126,left_sleeve
127,LeftForeArmBend3
128,LeftArmBend1
129,LeftArmBend2
130,LeftArmBend3
131,RightShoulder
132,RightArm
133,RightForeArm
134,RightForeArmRigidBody1
135,transform6
136,RightHand
137,RightHandRigidBody1
138,transform9
139,RightHandThumb1
140,RightHandThumb2
141,RightHandThumb3
142,RightHandIndex1
143,RightHandIndex2
144,RightHandIndex3
145,RightHandMiddle1
146,RightHandMiddle2
147,RightHandMiddle3
148,RightHandRing1
149,RightHandRing2
150,RightHandRing3
151,RightHandPinky1
152,RightHandPinky2
153,RightHandPinky3
154,R_tekuti_up
155,R_tekuti_lip02
156,R_tekuti_lip01
157,R_tekuti_down01
158,R_tekuti_lip03
159,R_tekuti_lip04
160,R_Hand_Weapon_cnt_tr
161,RightForeArmBend1
162,RightForeArmBend2
163,right_sleeve
164,RightForeArmBend3
165,RightArmBend3
166,RightArmBend2
167,RightArmBend1
168,left_wear
169,right_wear
170,L_backcape_bone1
171,L_backcape_bone2
172,R_backcape_bone1
173,R_backcape_bone2
174,L_sidecape_bone1
175,L_sidecape_bone2
176,R_sidecape_bone1
177,R_sidecape_bone2
178,R_frontcape_bone1
179,R_frontcape_bone2
180,R_frontcape_bone3
181,R_frontcape_bone4
182,L_frontcape_bone1
183,L_frontcape_bone2
184,L_frontcape_bone3
185,L_frontcape_bone4
186,LeftUpLeg
187,LeftUpLegRigidBody1
188,transform3
189,LeftUpLegConstraint1
190,LeftLeg
191,LeftLegRigidBody1
192,transform5
193,LeftLegConstraint1
194,LeftFoot
195,LeftToeBase
196,LeftLegBend02
197,LeftLegBend01
198,LeftLegBend03
199,LeftUpLegBend01
200,LeftUpLegBend02
201,RightUpLeg
202,RightUpLegRigidBody1
203,transform2
204,RightUpLegConstraint1
205,RightLeg
206,RightLegRigidBody1
207,transform4
208,RightLegConstraint1
209,RightFoot
210,RightToeBase
211,RightLegBend01
212,RightLegBend02
213,RightLegBend03
214,RightUpLegBend02
215,RightUpLegBend01
216,0000_SK_CHR_Deidara
217,0001_SK_CHR_Deidara
218,0002_SK_CHR_Deidara
219,0003_SK_CHR_Deidara
220,0004_SK_CHR_Deidara

1.438799,146.544128,-7.827988,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.530598,146.473389,-7.659872,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.316756,145.440765,-7.104199,28.000000,37.000000,32.000000,31.000000,0.780392,0.168627,0.027451,0.023529
2.482674,146.383728,-6.614184,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.486514,146.363480,-6.710396,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.459873,145.952988,-6.563573,41.000000,46.000000,32.000000,45.000000,0.960784,0.019608,0.011765,0.007843
0.127200,146.439148,-8.259625,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.295440,146.449036,-8.255629,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000117,145.405457,-7.482521,36.000000,37.000000,35.000000,30.000000,0.482353,0.474510,0.035294,0.007843
0.295440,146.449036,-8.255629,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.464280,146.447052,-8.240019,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000117,145.405457,-7.482521,36.000000,37.000000,35.000000,30.000000,0.482353,0.474510,0.035294,0.007843
0.464280,146.447052,-8.240019,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.613200,146.418869,-8.201289,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000117,145.405457,-7.482521,36.000000,37.000000,35.000000,30.000000,0.482353,0.474510,0.035294,0.007843
0.464280,146.447052,-8.240019,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.635641,146.356873,-8.306334,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.613200,146.418869,-8.201289,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.635641,146.356873,-8.306334,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.464280,146.447052,-8.240019,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.482161,146.382751,-8.346228,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.482161,146.382751,-8.346228,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.464280,146.447052,-8.240019,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.295440,146.449036,-8.255629,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.635641,146.356873,-8.306334,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.482161,146.382751,-8.346228,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.644881,146.194550,-8.354020,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.295440,146.449036,-8.255629,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.127200,146.439148,-8.259625,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.130201,146.370331,-8.369363,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.130201,146.370331,-8.369363,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.482161,146.382751,-8.346228,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.295440,146.449036,-8.255629,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.130201,146.370331,-8.369363,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000121,146.371155,-8.396993,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000121,146.172043,-8.422965,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.782040,146.390884,-8.276733,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.635641,146.356873,-8.306334,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.644881,146.194550,-8.354020,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.229760,146.367325,-8.092566,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.104120,146.397720,-8.158084,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.254720,146.223572,-8.141761,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.391760,146.452728,-8.048834,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.229760,146.367325,-8.092566,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.254720,146.223572,-8.141761,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.636319,146.471741,-7.858531,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.527719,146.470581,-7.973431,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.688879,146.247467,-7.930312,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.869598,146.498230,-7.752259,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.636319,146.471741,-7.858531,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.688879,146.247467,-7.930312,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.917118,146.299500,-7.782775,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.869598,146.498230,-7.752259,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.688879,146.247467,-7.930312,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.869598,146.498230,-7.752259,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.917118,146.299500,-7.782775,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.062558,146.298080,-7.587634,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.486514,146.363480,-6.710396,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.287075,146.571533,-6.972260,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.359436,146.361465,-7.135066,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.287075,146.571533,-6.972260,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.241836,146.509430,-7.136819,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.359436,146.361465,-7.135066,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.782040,146.390884,-8.276733,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.104120,146.397720,-8.158084,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.922440,146.458557,-8.119637,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.635641,146.356873,-8.306334,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.755640,146.454178,-8.174107,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.613200,146.418869,-8.201289,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.755640,146.454178,-8.174107,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.635641,146.356873,-8.306334,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.782040,146.390884,-8.276733,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.922440,146.458557,-8.119637,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.755640,146.454178,-8.174107,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.782040,146.390884,-8.276733,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.644881,146.194550,-8.354020,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.984840,146.223312,-8.272242,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.782040,146.390884,-8.276733,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.254720,146.223572,-8.141761,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.104120,146.397720,-8.158084,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.984840,146.223312,-8.272242,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.104120,146.397720,-8.158084,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.782040,146.390884,-8.276733,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.984840,146.223312,-8.272242,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.482161,146.382751,-8.346228,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.130201,146.370331,-8.369363,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.318241,146.207489,-8.423478,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000121,146.172043,-8.422965,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.318241,146.207489,-8.423478,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.130201,146.370331,-8.369363,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.644881,146.194550,-8.354020,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.482161,146.382751,-8.346228,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.318241,146.207489,-8.423478,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.254720,146.223572,-8.141761,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.481760,146.257935,-8.067803,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.391760,146.452728,-8.048834,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.688879,146.247467,-7.930312,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.527719,146.470581,-7.973431,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.481760,146.257935,-8.067803,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.527719,146.470581,-7.973431,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.391760,146.452728,-8.048834,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.481760,146.257935,-8.067803,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.254720,146.223572,-8.141761,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.984840,146.223312,-8.272242,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.251600,145.756653,-8.036976,28.000000,31.000000,32.000000,44.000000,0.937255,0.031373,0.015686,0.015686
1.481760,146.257935,-8.067803,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.254720,146.223572,-8.141761,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.251600,145.756653,-8.036976,28.000000,31.000000,32.000000,44.000000,0.937255,0.031373,0.015686,0.015686
1.688879,146.247467,-7.930312,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.481760,146.257935,-8.067803,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.700399,145.785721,-7.812910,28.000000,32.000000,31.000000,46.000000,0.925490,0.031373,0.023529,0.019608
1.917118,146.299500,-7.782775,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.688879,146.247467,-7.930312,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.700399,145.785721,-7.812910,28.000000,32.000000,31.000000,46.000000,0.925490,0.031373,0.023529,0.019608
2.256236,146.334274,-7.372219,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.062558,146.298080,-7.587634,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.080677,145.816925,-7.485181,28.000000,32.000000,46.000000,0.000000,0.968627,0.015686,0.015686,0.000000
2.062558,146.298080,-7.587634,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.917118,146.299500,-7.782775,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.080677,145.816925,-7.485181,28.000000,32.000000,46.000000,0.000000,0.968627,0.015686,0.015686,0.000000
0.613200,146.418869,-8.201289,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.937556,145.374451,-7.272861,28.000000,37.000000,31.000000,32.000000,0.592157,0.356863,0.027451,0.023529
0.000117,145.405457,-7.482521,36.000000,37.000000,35.000000,30.000000,0.482353,0.474510,0.035294,0.007843
0.755640,146.454178,-8.174107,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.922440,146.458557,-8.119637,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.937556,145.374451,-7.272861,28.000000,37.000000,31.000000,32.000000,0.592157,0.356863,0.027451,0.023529
1.229760,146.367325,-8.092566,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.391760,146.452728,-8.048834,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.297199,146.519791,-7.929857,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.193999,146.402924,-7.984533,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.229760,146.367325,-8.092566,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.297199,146.519791,-7.929857,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.438799,146.544128,-7.827988,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.297199,146.519791,-7.929857,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.391760,146.452728,-8.048834,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.438799,146.544128,-7.827988,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.527719,146.470581,-7.973431,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.636319,146.471741,-7.858531,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.527719,146.470581,-7.973431,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.438799,146.544128,-7.827988,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.391760,146.452728,-8.048834,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.297199,146.519791,-7.929857,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.438799,146.544128,-7.827988,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.937556,145.374451,-7.272861,28.000000,37.000000,31.000000,32.000000,0.592157,0.356863,0.027451,0.023529
1.869598,146.498230,-7.752259,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.822678,146.592087,-7.700319,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.636319,146.471741,-7.858531,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.822678,146.592087,-7.700319,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.869598,146.498230,-7.752259,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.987797,146.470413,-7.526544,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.062558,146.298080,-7.587634,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.987797,146.470413,-7.526544,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.869598,146.498230,-7.752259,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.901516,146.578140,-7.288849,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.992116,146.634598,-7.142491,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.911955,146.528839,-7.011652,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.287075,146.571533,-6.972260,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.056315,146.574188,-7.016597,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.241836,146.509430,-7.136819,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.992116,146.634598,-7.142491,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.241836,146.509430,-7.136819,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.056315,146.574188,-7.016597,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.992116,146.634598,-7.142491,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.056315,146.574188,-7.016597,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.911955,146.528839,-7.011652,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.056315,146.574188,-7.016597,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.287075,146.571533,-6.972260,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.097474,146.630463,-6.894107,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.056315,146.574188,-7.016597,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.097474,146.630463,-6.894107,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.911955,146.528839,-7.011652,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.261509,146.794388,-5.646512,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.275668,146.779800,-5.523718,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.068669,146.671494,-5.529098,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.149313,146.649887,-6.648118,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.153753,146.616241,-6.562163,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.005553,146.562851,-6.562015,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.068669,146.671494,-5.529098,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.005553,146.562851,-6.562015,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.261509,146.794388,-5.646512,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.261509,146.794388,-5.646512,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.005553,146.562851,-6.562015,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.153753,146.616241,-6.562163,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.005553,146.562851,-6.562015,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.911955,146.528839,-7.011652,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.097474,146.630463,-6.894107,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.005553,146.562851,-6.562015,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.097474,146.630463,-6.894107,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
2.149313,146.649887,-6.648118,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.987797,146.470413,-7.526544,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.770957,146.578018,-7.482921,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.822678,146.592087,-7.700319,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.822678,146.592087,-7.700319,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.667878,146.562500,-7.619313,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.636319,146.471741,-7.858531,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.770957,146.578018,-7.482921,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.667878,146.562500,-7.619313,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.822678,146.592087,-7.700319,41.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.770957,146.578018,-7.482921,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.987797,146.470413,-7.526544,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.852197,146.527817,-7.374562,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.852197,146.527817,-7.374562,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.901516,146.578140,-7.288849,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.776956,146.509247,-7.286324,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.901516,146.578140,-7.288849,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.911955,146.528839,-7.011652,28.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
